anio,mes,producto,unidad,usd,usd_kg
2022,Noviembre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,56.68,1.14
2022,Noviembre,Banano Cavendish,Caja aprox. 43 lb,6.25,0.32
2022,Noviembre,Banano Cavendish Enano,Caja aprox. 43 lb,7.71,0.4
2022,Noviembre,Banano Cavendish Spot,Caja aprox. 43 lb,9.09,0.47
2022,Noviembre,Brócoli,Kilogramo,0.29,0.29
2022,Noviembre,Cacao CCN51 Almendra Seca,Quintal,76.72,1.69
2022,Noviembre,Cacao Fino de Aroma Almendra Seca,Quintal,84.17,1.86
2022,Noviembre,Café Arábigo Grano Oro,Quintal,204.72,4.51
2022,Noviembre,Café Robusta Cereza,Quintal,18.84,0.42
2022,Noviembre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.0,0.03
2022,Noviembre,Cebolla Colorada Seca y Limpia de Primera,Quintal,11.13,0.25
2022,Noviembre,Cerdo en Pie para Faenamiento,Libra,0.96,2.11
2022,Noviembre,Fréjol Amarillo Seco,Quintal,80.67,1.78
2022,Noviembre,Frutilla,Caja de 10 lb,5.92,1.31
2022,Noviembre,Huevo Mediano,Cubeta de 30 huevos,2.83,
2022,Noviembre,Leche Cruda,Litro,0.46,
2022,Noviembre,Limón,Saco aprox. 80 lb,24.2,0.67
2022,Noviembre,Maíz Duro Seco,Quintal,17.45,0.38
2022,Noviembre,Maíz Suave Choclo ,Saco aprox. 110 lb,14.85,0.3
2022,Noviembre,Maracuyá,Kilogramo,0.34,0.34
2022,Noviembre,Mora,Canasta aprox. 20 lb,9.12,1.01
2022,Noviembre,Naranjilla Híbrida,Saco aprox. 35 lb,11.28,0.71
2022,Noviembre,Palma de Aceite,Tonelada Métrica,164.35,0.16
2022,Noviembre,Palmito,Tallo aprox. 3 lb,0.43,0.32
2022,Noviembre,Panela en Bloque,Quintal,26.39,0.58
2022,Noviembre,Panela Granulada,Quintal,32.66,0.72
2022,Noviembre,Papa Superchola,Quintal,16.21,0.36
2022,Noviembre,Pimiento,Saco aprox. 80 lb,16.97,0.47
2022,Noviembre,Piña Nacional,Kilogramo,0.41,0.41
2022,Noviembre,Pitahaya,Kilogramo,2.69,2.69
2022,Noviembre,Plátano Barraganete,Racimo aprox. 50 lb,2.45,0.11
2022,Noviembre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,9.93,0.44
2022,Noviembre,Plátano Dominico,Racimo aprox. 50 lb,2.63,0.12
2022,Noviembre,Pollo en Pie,Libra,0.84,1.86
2022,Noviembre,Soya,Quintal,25.05,0.55
2022,Noviembre,Tomate de Árbol,Saco aprox. 80 lb,38.6,1.06
2022,Noviembre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,6.94,0.44
2022,Noviembre,Yuca Amarga,Funda aprox. 150 lb,16.88,0.25
2022,Noviembre,Yuca Bolona Blanca,Funda aprox. 150 lb,23.08,0.34
2022,Diciembre,Arroz Cáscara,Saca aprox. 200 lb,31.77,0.35
2022,Diciembre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,42.21,0.85
2022,Diciembre,Banano Cavendish,Caja aprox. 43 lb,6.25,0.32
2022,Diciembre,Banano Cavendish Enano,Caja aprox. 43 lb,6.2,0.32
2022,Diciembre,Banano Cavendish Spot,Caja aprox. 43 lb,8.14,0.42
2022,Diciembre,Brócoli,Kilogramo,0.3,0.3
2022,Diciembre,Cacao CCN51 Almendra Seca,Quintal,73.24,1.61
2022,Diciembre,Cacao Fino de Aroma Almendra Seca,Quintal,85.74,1.89
2022,Diciembre,Café Arábigo Grano Oro,Quintal,179.0,3.95
2022,Diciembre,Café Robusta Cereza,Quintal,18.03,0.4
2022,Diciembre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.17,0.03
2022,Diciembre,Cebolla Colorada Seca y Limpia de Primera,Quintal,10.95,0.24
2022,Diciembre,Cerdo en Pie para Faenamiento,Libra,0.98,2.17
2022,Diciembre,Fréjol Rojo Tierno en Vaina ,Quintal,13.2,0.29
2022,Diciembre,Frutilla,Caja de 10 lb,5.9,1.3
2022,Diciembre,Huevo Mediano,Cubeta de 30 huevos,2.85,
2022,Diciembre,Leche Cruda,Litro,0.44,
2022,Diciembre,Limón,Saco aprox. 80 lb,15.39,0.42
2022,Diciembre,Maíz Duro Seco,Quintal,17.52,0.39
2022,Diciembre,Maíz Suave Choclo ,Saco aprox. 110 lb,30.75,0.64
2022,Diciembre,Maracuyá,Kilogramo,0.34,0.34
2022,Diciembre,Mora,Canasta aprox. 20 lb,9.13,1.01
2022,Diciembre,Naranjilla Híbrida,Saco aprox. 35 lb,11.59,0.73
2022,Diciembre,Palma de Aceite,Tonelada Métrica,156.91,0.16
2022,Diciembre,Palmito,Tallo aprox. 3 lb,0.44,0.32
2022,Diciembre,Panela en Bloque,Quintal,23.78,0.52
2022,Diciembre,Panela Granulada,Quintal,36.22,0.8
2022,Diciembre,Papa Superchola,Quintal,17.01,0.37
2022,Diciembre,Pimiento,Saco aprox. 80 lb,15.79,0.44
2022,Diciembre,Piña MD-2,Kilogramo,0.25,0.25
2022,Diciembre,Piña Nacional,Kilogramo,0.33,0.33
2022,Diciembre,Pitahaya,Kilogramo,2.58,2.58
2022,Diciembre,Plátano Barraganete,Racimo aprox. 50 lb,2.31,0.1
2022,Diciembre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,11.84,0.52
2022,Diciembre,Plátano Dominico,Racimo aprox. 50 lb,2.86,0.13
2022,Diciembre,Pollo en Pie,Libra,0.8,1.77
2022,Diciembre,Soya,Quintal,25.0,0.55
2022,Diciembre,Tomate de Árbol,Saco aprox. 80 lb,34.0,0.94
2022,Diciembre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,7.55,0.48
2022,Diciembre,Yuca Amarga,Funda aprox. 150 lb,16.54,0.24
2022,Diciembre,Yuca Bolona Blanca,Funda aprox. 150 lb,23.08,0.34
2023,Enero,Arroz Cáscara,Saca aprox. 200 lb,32.93,0.36
2023,Enero,Arveja Tierna en Vaina,Bulto aprox. 110 lb,21.23,0.43
2023,Enero,Banano Cavendish,Caja aprox. 43 lb,6.25,0.32
2023,Enero,Banano Cavendish Enano,Caja aprox. 43 lb,8.17,0.42
2023,Enero,Banano Cavendish Spot,Caja aprox. 43 lb,9.62,0.49
2023,Enero,Brócoli,Kilogramo,0.3,0.3
2023,Enero,Cacao CCN51 Almendra Seca,Quintal,84.51,1.86
2023,Enero,Cacao Fino de Aroma Almendra Seca,Quintal,90.53,2.0
2023,Enero,Café Arábigo Grano Oro,Quintal,189.29,4.17
2023,Enero,Café Robusta Cereza,Quintal,18.29,0.4
2023,Enero,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.17,0.03
2023,Enero,Cebolla Colorada Seca y Limpia de Primera,Quintal,10.9,0.24
2023,Enero,Cerdo en Pie para Faenamiento,Libra,0.93,2.05
2023,Enero,Frutilla,Caja de 10 lb,6.32,1.39
2023,Enero,Huevo Mediano,Cubeta de 30 huevos,2.89,
2023,Enero,Leche Cruda,Litro,0.43,
2023,Enero,Limón,Saco aprox. 80 lb,14.5,0.4
2023,Enero,Maíz Duro Seco,Quintal,19.25,0.42
2023,Enero,Maíz Suave Choclo ,Saco aprox. 110 lb,23.71,0.48
2023,Enero,Maracuyá,Kilogramo,0.44,0.44
2023,Enero,Mora,Canasta aprox. 20 lb,8.17,0.9
2023,Enero,Naranjilla Híbrida,Saco aprox. 35 lb,11.64,0.73
2023,Enero,Palma de Aceite,Tonelada Métrica,162.71,0.16
2023,Enero,Palmito,Tallo aprox. 3 lb,0.43,0.32
2023,Enero,Panela en Bloque,Quintal,25.17,0.55
2023,Enero,Panela Granulada,Quintal,36.38,0.8
2023,Enero,Papa Superchola,Quintal,18.19,0.4
2023,Enero,Pimiento,Saco aprox. 80 lb,13.07,0.36
2023,Enero,Piña MD-2,Kilogramo,0.25,0.25
2023,Enero,Piña Nacional,Kilogramo,0.34,0.34
2023,Enero,Pitahaya,Kilogramo,2.74,2.74
2023,Enero,Plátano Barraganete,Racimo aprox. 50 lb,2.09,0.09
2023,Enero,Plátano Barraganete de Exportación,Caja aprox. 50 lb,10.41,0.46
2023,Enero,Plátano Dominico,Racimo aprox. 50 lb,2.48,0.11
2023,Enero,Pollo en Pie,Libra,0.76,1.68
2023,Enero,Tomate de Árbol,Saco aprox. 80 lb,32.91,0.91
2023,Enero,Tomate Riñón de Invernadero,Caja aprox. 35 lb,6.67,0.42
2023,Enero,Yuca Amarga,Funda aprox. 150 lb,18.06,0.27
2023,Enero,Yuca Bolona Blanca,Funda aprox. 150 lb,22.36,0.33
2023,Febrero,Arroz Cáscara,Saca aprox. 200 lb,33.5,0.37
2023,Febrero,Arveja Tierna en Vaina,Bulto aprox. 110 lb,26.27,0.53
2023,Febrero,Banano Cavendish,Caja aprox. 43 lb,6.25,0.32
2023,Febrero,Banano Cavendish Enano,Caja aprox. 43 lb,8.63,0.44
2023,Febrero,Banano Cavendish Spot,Caja aprox. 43 lb,8.81,0.45
2023,Febrero,Brócoli,Kilogramo,0.3,0.3
2023,Febrero,Cacao CCN51 Almendra Seca,Quintal,85.99,1.9
2023,Febrero,Cacao Fino de Aroma Almendra Seca,Quintal,92.58,2.04
2023,Febrero,Café Arábigo Grano Oro,Quintal,177.0,3.9
2023,Febrero,Café Robusta Cereza,Quintal,18.2,4.21
2023,Febrero,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.5,0.03
2023,Febrero,Cebolla Colorada Seca y Limpia de Primera,Quintal,14.27,0.31
2023,Febrero,Cerdo en Pie para Faenamiento,Libra,0.95,2.09
2023,Febrero,Frutilla,Caja de 10 lb,6.5,1.43
2023,Febrero,Huevo Mediano,Cubeta de 30 huevos,3.06,
2023,Febrero,Leche Cruda,Litro,0.41,
2023,Febrero,Limón,Saco aprox. 80 lb,19.65,0.54
2023,Febrero,Maíz Duro Seco,Quintal,20.0,0.44
2023,Febrero,Maíz Suave Choclo ,Saco aprox. 110 lb,13.63,0.27
2023,Febrero,Maracuyá,Kilogramo,0.36,0.36
2023,Febrero,Mora,Canasta aprox. 20 lb,8.42,0.93
2023,Febrero,Naranjilla Híbrida,Saco aprox. 35 lb,11.36,0.72
2023,Febrero,Palma de Aceite,Tonelada Métrica,168.56,0.17
2023,Febrero,Palmito,Tallo aprox. 3 lb,0.45,0.33
2023,Febrero,Panela en Bloque,Quintal,23.83,0.53
2023,Febrero,Panela Granulada,Quintal,35.13,0.77
2023,Febrero,Papa Superchola,Quintal,16.24,0.36
2023,Febrero,Pimiento,Saco aprox. 80 lb,16.84,0.46
2023,Febrero,Piña Nacional,Kilogramo,0.53,0.53
2023,Febrero,Pitahaya,Kilogramo,0.86,0.86
2023,Febrero,Plátano Barraganete,Racimo aprox. 50 lb,2.21,0.1
2023,Febrero,Plátano Barraganete de Exportación,Caja aprox. 50 lb,12.83,0.57
2023,Febrero,Plátano Dominico,Racimo aprox. 50 lb,2.49,0.11
2023,Febrero,Pollo en Pie,Libra,0.75,1.65
2023,Febrero,Tomate de Árbol,Saco aprox. 80 lb,32.0,0.88
2023,Febrero,Tomate Riñón de Invernadero,Caja aprox. 35 lb,6.32,0.4
2023,Febrero,Yuca Amarga,Funda aprox. 150 lb,14.58,0.21
2023,Febrero,Yuca Bolona Blanca,Funda aprox. 150 lb,17.88,0.26
2023,Marzo,Arroz Cáscara,Saca aprox. 200 lb,34.95,0.39
2023,Marzo,Arveja Tierna en Vaina,Bulto aprox. 110 lb,24.18,0.48
2023,Marzo,Banano Cavendish,Caja aprox. 43 lb,6.25,0.32
2023,Marzo,Banano Cavendish Enano,Caja aprox. 43 lb,7.17,0.37
2023,Marzo,Banano Cavendish Spot,Caja aprox. 43 lb,7.1,0.36
2023,Marzo,Brócoli,Kilogramo,0.32,0.32
2023,Marzo,Cacao CCN51 Almendra Seca,Quintal,89.67,1.98
2023,Marzo,Cacao Fino de Aroma Almendra Seca,Quintal,90.16,1.99
2023,Marzo,Café Arábigo Grano Oro,Quintal,191.0,4.21
2023,Marzo,Café Robusta Cereza,Quintal,17.6,0.39
2023,Marzo,Caña de Azúcar Tallo Fresco,Tonelada Métrica,31.03,0.03
2023,Marzo,Cebolla Colorada Seca y Limpia de Primera,Quintal,16.83,0.37
2023,Marzo,Cerdo en Pie para Faenamiento,Libra,0.95,2.09
2023,Marzo,Fréjol Rojo Tierno en Vaina ,Bulto aprox. 110 lb,26.91,0.59
2023,Marzo,Frutilla,Caja de 10 lb,6.45,1.42
2023,Marzo,Huevo Mediano,Cubeta de 30 huevos,3.63,
2023,Marzo,Leche Cruda,Litro,0.44,
2023,Marzo,Limón,Saco aprox. 80 lb,19.65,0.54
2023,Marzo,Maíz Duro Seco,Quintal,20.0,0.44
2023,Marzo,Maíz Suave Choclo ,Saco aprox. 110 lb,22.24,0.49
2023,Marzo,Maracuyá,Kilogramo,0.46,0.46
2023,Marzo,Mora,Canasta aprox. 20 lb,8.69,0.96
2023,Marzo,Naranjilla Híbrida,Saco aprox. 35 lb,10.94,0.69
2023,Marzo,Palma de Aceite,Tonelada Métrica,173.71,0.17
2023,Marzo,Palmito,Tallo aprox. 3 lb,0.45,0.33
2023,Marzo,Panela en Bloque,Quintal,26.75,0.59
2023,Marzo,Panela Granulada,Quintal,32.5,0.72
2023,Marzo,Papa Superchola,Quintal,12.92,0.28
2023,Marzo,Pimiento,Saco aprox. 80 lb,17.88,0.49
2023,Marzo,Piña MD-2,Kilogramo,0.3,0.3
2023,Marzo,Piña Nacional,Kilogramo,0.41,0.41
2023,Marzo,Pitahaya,Kilogramo,1.36,1.36
2023,Marzo,Plátano Barraganete,Racimo aprox. 50 lb,2.11,0.09
2023,Marzo,Plátano Barraganete de Exportación,Caja aprox. 50 lb,8.81,0.39
2023,Marzo,Plátano Dominico,Racimo aprox. 50 lb,2.3,0.1
2023,Marzo,Pollo en Pie,Libra,0.83,1.83
2023,Marzo,Tomate de Árbol,Saco aprox. 80 lb,31.66,0.87
2023,Marzo,Tomate Riñón de Invernadero,Caja aprox. 35 lb,9.52,0.6
2023,Marzo,Yuca Amarga,Funda aprox. 150 lb,11.23,0.17
2023,Marzo,Yuca Bolona Blanca,Funda aprox. 150 lb,17.31,0.25
2023,Abril,Arroz Cáscara,Saca aprox. 200 lb,35.1,0.39
2023,Abril,Arveja Tierna en Vaina,Bulto aprox. 110 lb,45.43,0.91
2023,Abril,Banano Cavendish,Caja aprox. 43 lb,6.25,0.32
2023,Abril,Banano Cavendish Enano,Caja aprox. 43 lb,4.87,0.25
2023,Abril,Banano Cavendish Spot,Caja aprox. 43 lb,5.13,0.26
2023,Abril,Brócoli,Kilogramo,0.32,0.32
2023,Abril,Cacao CCN51 Almendra Seca,Quintal,91.91,2.03
2023,Abril,Cacao Fino de Aroma Almendra Seca,Quintal,92.96,2.05
2023,Abril,Café Arábigo Grano Oro,Quintal,214.44,4.73
2023,Abril,Café Robusta Cereza,Quintal,23.39,0.52
2023,Abril,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.96,0.07
2023,Abril,Cebolla Colorada Seca y Limpia de Primera,Quintal,14.15,0.31
2023,Abril,Cerdo en Pie para Faenamiento,Libra,0.98,1.97
2023,Abril,Fréjol Rojo Tierno en Vaina ,Bulto aprox. 110 lb,37.96,0.76
2023,Abril,Frutilla,Caja de 10 lb,6.11,1.35
2023,Abril,Huevo Mediano,Cubeta de 30 huevos,3.12,
2023,Abril,Leche Cruda,Litro,0.45,
2023,Abril,Limón,Saco aprox. 80 lb,10.43,0.29
2023,Abril,Maíz Duro Seco,Quintal,17.72,0.39
2023,Abril,Maíz Suave Choclo ,Saco aprox. 110 lb,19.01,0.38
2023,Abril,Maracuyá,Kilogramo,0.4,0.4
2023,Abril,Mora,Canasta aprox. 20 lb,14.83,1.64
2023,Abril,Naranjilla Híbrida,Saco aprox. 35 lb,10.81,0.68
2023,Abril,Palma de Aceite,Tonelada Métrica,176.34,0.39
2023,Abril,Palmito,Tallo aprox. 3 lb,0.45,0.33
2023,Abril,Panela en Bloque,Quintal,26.22,0.58
2023,Abril,Panela Granulada,Quintal,33.86,0.75
2023,Abril,Papa Superchola,Quintal,11.15,0.25
2023,Abril,Pimiento,Saco aprox. 80 lb,30.17,0.83
2023,Abril,Piña MD-2,Kilogramo,0.25,0.25
2023,Abril,Piña Nacional,Kilogramo,0.37,0.37
2023,Abril,Pitahaya,Kilogramo,2.62,2.62
2023,Abril,Plátano Barraganete,Racimo aprox. 50 lb,1.98,0.09
2023,Abril,Plátano Barraganete de Exportación,Caja aprox. 50 lb,10.82,0.48
2023,Abril,Plátano Dominico,Racimo aprox. 50 lb,2.23,0.1
2023,Abril,Pollo en Pie,Libra,0.83,1.83
2023,Abril,Tomate de Árbol,Saco aprox. 80 lb,32.0,0.88
2023,Abril,Tomate Riñón de Invernadero,Caja aprox. 35 lb,9.09,0.57
2023,Abril,Yuca Amarga,Funda aprox. 150 lb,9.58,0.14
2023,Abril,Yuca Bolona Blanca,Funda aprox. 150 lb,13.16,0.19
2023,Mayo,Arroz Cáscara,Saca aprox. 200 lb,33.51,0.37
2023,Mayo,Arveja Tierna en Vaina,Bulto aprox. 110 lb,56.81,1.14
2023,Mayo,Banano Cavendish,Caja aprox. 43 lb,6.25,0.32
2023,Mayo,Banano Cavendish Enano,Caja aprox. 43 lb,3.29,0.17
2023,Mayo,Banano Cavendish Spot,Caja aprox. 43 lb,2.63,0.13
2023,Mayo,Brócoli,Kilogramo,0.32,0.32
2023,Mayo,Cacao CCN51 Almendra Seca,Quintal,96.09,2.12
2023,Mayo,Cacao Fino de Aroma Almendra Seca,Quintal,97.5,2.15
2023,Mayo,Café Arábigo Grano Oro,Quintal,214.5,4.73
2023,Mayo,Café Robusta Cereza,Quintal,17.5,0.39
2023,Mayo,Caña de Azúcar Tallo Fresco,Tonelada Métrica,31.48,0.07
2023,Mayo,Cebolla Colorada Seca y Limpia de Primera,Quintal,16.68,0.37
2023,Mayo,Cebolla Perla Seca y Limpia de Primera,Quintal,12.08,0.27
2023,Mayo,Cerdo en Pie para Faenamiento,Libra,0.97,2.13
2023,Mayo,Frutilla,Caja de 10 lb,6.5,1.43
2023,Mayo,Huevo Mediano,Cubeta de 30 huevos,3.07,
2023,Mayo,Leche Cruda,Litro,0.45,
2023,Mayo,Limón,Saco aprox. 80 lb,7.18,0.2
2023,Mayo,Maíz Duro Seco,Quintal,15.5,0.34
2023,Mayo,Maíz Suave Choclo ,Saco aprox. 110 lb,19.44,0.39
2023,Mayo,Maracuyá,Kilogramo,0.49,0.49
2023,Mayo,Mora,Canasta aprox. 20 lb,13.53,1.49
2023,Mayo,Naranjilla Híbrida,Saco aprox. 35 lb,10.65,0.67
2023,Mayo,Palma de Aceite,Tonelada Métrica,169.59,0.37
2023,Mayo,Palmito,Tallo aprox. 3 lb,0.51,0.38
2023,Mayo,Panela en Bloque,Quintal,26.44,0.58
2023,Mayo,Panela Granulada,Quintal,34.12,0.75
2023,Mayo,Papa Superchola,Quintal,10.3,0.23
2023,Mayo,Pimiento,Saco aprox. 80 lb,36.92,1.02
2023,Mayo,Piña MD-2,Kilogramo,0.26,0.26
2023,Mayo,Piña Nacional,Kilogramo,0.38,0.38
2023,Mayo,Pitahaya,Kilogramo,4.8,4.8
2023,Mayo,Plátano Barraganete,Racimo aprox. 50 lb,2.26,0.1
2023,Mayo,Plátano Barraganete de Exportación,Caja aprox. 50 lb,9.74,0.43
2023,Mayo,Plátano Dominico,Racimo aprox. 50 lb,2.47,0.11
2023,Mayo,Pollo en Pie,Libra,0.84,1.85
2023,Mayo,Tomate de Árbol,Saco aprox. 80 lb,31.1,0.86
2023,Mayo,Tomate Riñón de Invernadero,Caja aprox. 35 lb,7.98,0.5
2023,Mayo,Yuca Amarga,Funda aprox. 150 lb,7.25,0.11
2023,Mayo,Yuca Bolona Blanca,Funda aprox. 150 lb,9.93,0.15
2023,Junio,Arroz Cáscara,Saca aprox. 200 lb,41.06,0.45
2023,Junio,Arveja Tierna en Vaina,Bulto aprox. 110 lb,44.13,0.88
2023,Junio,Banano Cavendish,Caja aprox. 43 lb,6.5,0.32
2023,Junio,Banano Cavendish Enano,Caja aprox. 43 lb,3.13,0.16
2023,Junio,Banano Cavendish Spot,Caja aprox. 43 lb,3.53,0.18
2023,Junio,Brócoli,Kilogramo,0.31,0.31
2023,Junio,Cacao CCN51 Almendra Seca,Quintal,90.02,1.98
2023,Junio,Cacao Fino de Aroma Almendra Seca,Quintal,102.86,2.27
2023,Junio,Café Arábigo Grano Oro,Quintal,196.0,4.32
2023,Junio,Café Robusta Cereza,Quintal,17.57,0.39
2023,Junio,Caña de Azúcar Tallo Fresco,Tonelada Métrica,32.77,0.03
2023,Junio,Cebolla Colorada Seca y Limpia de Primera,Quintal,35.5,0.78
2023,Junio,Cebolla Perla Seca y Limpia de Primera,Quintal,14.83,0.33
2023,Junio,Cerdo en Pie para Faenamiento,Libra,0.97,2.13
2023,Junio,Frutilla,Caja de 10 lb,6.27,1.38
2023,Junio,Huevo Mediano,Cubeta de 30 huevos,3.22,
2023,Junio,Leche Cruda,Litro,0.44,
2023,Junio,Limón,Saco aprox. 80 lb,12.54,0.35
2023,Junio,Maíz Duro Seco,Quintal,15.05,0.33
2023,Junio,Maíz Suave Choclo ,Saco aprox. 110 lb,20.72,0.39
2023,Junio,Maracuyá,Kilogramo,0.6,0.6
2023,Junio,Mora,Canasta aprox. 20 lb,9.11,1.0
2023,Junio,Naranjilla Híbrida,Saco aprox. 35 lb,11.67,0.73
2023,Junio,Palma de Aceite,Tonelada Métrica,146.45,0.15
2023,Junio,Palmito,Tallo aprox. 3 lb,0.49,0.36
2023,Junio,Panela en Bloque,Quintal,29.56,0.65
2023,Junio,Panela Granulada,Quintal,36.54,0.81
2023,Junio,Papa Superchola,Quintal,11.0,0.24
2023,Junio,Pimiento,Saco aprox. 80 lb,22.22,0.61
2023,Junio,Piña MD-2,Kilogramo,0.28,0.28
2023,Junio,Pitahaya,Kilogramo,3.75,3.75
2023,Junio,Plátano Barraganete,Racimo aprox. 50 lb,1.89,0.08
2023,Junio,Plátano Barraganete de Exportación,Caja aprox. 50 lb,10.93,0.48
2023,Junio,Plátano Dominico,Racimo aprox. 50 lb,1.91,0.08
2023,Junio,Pollo en Pie,Libra,0.87,1.91
2023,Junio,Tomate de Árbol,Saco aprox. 80 lb,33.78,0.93
2023,Junio,Tomate Riñón de Invernadero,Caja aprox. 35 lb,10.24,0.65
2023,Junio,Yuca Amarga,Funda aprox. 150 lb,6.05,0.09
2023,Junio,Yuca Bolona Blanca,Funda aprox. 150 lb,7.15,0.11
2023,Julio,Arroz Cáscara,Saca aprox. 200 lb,46.11,0.51
2023,Julio,Arveja Tierna en Vaina,Bulto aprox. 110 lb,45.26,0.91
2023,Julio,Banano Cavendish,Caja aprox. 43 lb,6.5,0.33
2023,Julio,Banano Cavendish Enano,Caja aprox. 43 lb,2.83,0.15
2023,Julio,Banano Cavendish Spot,Caja aprox. 43 lb,2.53,0.13
2023,Julio,Brócoli,Kilogramo,0.33,0.33
2023,Julio,Cacao CCN51 Almendra Seca,Quintal,99.53,2.19
2023,Julio,Cacao Fino de Aroma Almendra Seca,Quintal,109.8,2.42
2023,Julio,Café Arábigo Grano Oro,Quintal,181.51,4.0
2023,Julio,Café Robusta Cereza,Quintal,17.8,0.39
2023,Julio,Caña de Azúcar Tallo Fresco,Tonelada Métrica,32.88,0.03
2023,Julio,Cebolla Colorada Seca y Limpia de Primera,Quintal,52.4,1.16
2023,Julio,Cebolla Perla Seca y Limpia de Primera,Quintal,22.89,0.5
2023,Julio,Cerdo en Pie para Faenamiento,Libra,0.94,2.07
2023,Julio,Frutilla,Caja de 10 lb,6.01,1.32
2023,Julio,Huevo Mediano,Cubeta de 30 huevos,3.39,
2023,Julio,Leche Cruda,Litro,0.45,
2023,Julio,Limón,Saco aprox. 80 lb,25.37,0.7
2023,Julio,Maíz Duro Seco,Quintal,14.51,0.32
2023,Julio,Maíz Suave Choclo ,Saco aprox. 110 lb,13.03,0.26
2023,Julio,Maracuyá,Kilogramo,0.62,0.62
2023,Julio,Mora,Canasta aprox. 20 lb,8.46,0.93
2023,Julio,Naranjilla Híbrida,Saco aprox. 35 lb,12.6,0.79
2023,Julio,Palma de Aceite,Tonelada Métrica,154.82,0.15
2023,Julio,Palmito,Tallo aprox. 3 lb,0.47,0.35
2023,Julio,Panela en Bloque,Quintal,29.94,0.66
2023,Julio,Panela Granulada,Quintal,36.49,0.8
2023,Julio,Papa Superchola,Quintal,12.48,0.28
2023,Julio,Pimiento,Saco aprox. 80 lb,23.03,0.63
2023,Julio,Piña Nacional ,Kilogramo,0.32,0.32
2023,Julio,Piña MD-2,Kilogramo,0.51,0.51
2023,Julio,Pitahaya,Kilogramo,3.16,3.16
2023,Julio,Plátano Barraganete,Racimo aprox. 50 lb,2.01,0.09
2023,Julio,Plátano Barraganete de Exportación,Caja aprox. 50 lb,9.57,0.42
2023,Julio,Plátano Dominico,Racimo aprox. 50 lb,2.01,0.09
2023,Julio,Pollo en Pie,Libra,0.82,1.8
2023,Julio,Tomate de Árbol,Saco aprox. 80 lb,35.73,0.98
2023,Julio,Tomate Riñón de Invernadero,Caja aprox. 35 lb,8.42,0.53
2023,Julio,Yuca Amarga,Funda aprox. 150 lb,4.96,0.07
2023,Julio,Yuca Bolona Blanca,Funda aprox. 150 lb,5.68,0.08
2023,Agosto,Arroz Cáscara,Saca aprox. 200 lb,48.06,0.53
2023,Agosto,Arveja Tierna en Vaina,Bulto aprox. 110 lb,35.65,0.71
2023,Agosto,Banano Cavendish,Caja aprox. 43 lb,6.5,0.33
2023,Agosto,Banano Cavendish Enano,Caja aprox. 43 lb,4.76,0.24
2023,Agosto,Banano Cavendish Spot,Caja aprox. 43 lb,5.77,0.3
2023,Agosto,Brócoli,Kilogramo,0.31,0.31
2023,Agosto,Cacao CCN51 Almendra Seca,Quintal,114.45,2.52
2023,Agosto,Cacao Fino de Aroma Almendra Seca,Quintal,127.19,2.8
2023,Agosto,Café Arábigo Grano Oro,Quintal,176.0,3.88
2023,Agosto,Café Robusta Cereza,Quintal,18.03,0.4
2023,Agosto,Caña de Azúcar Tallo Fresco,Tonelada Métrica,32.95,0.03
2023,Agosto,Cebolla Colorada Seca y Limpia de Primera,Quintal,60.86,1.34
2023,Agosto,Cebolla Perla Seca y Limpia de Primera,Quintal,33.97,0.75
2023,Agosto,Cerdo en Pie para Faenamiento,Libra,0.97,2.14
2023,Agosto,Fréjol Amarillo Seco,Quintal,50.0,1.2
2023,Agosto,Frutilla,Caja de 10 lb,6.18,1.36
2023,Agosto,Huevo Mediano,Cubeta de 30 huevos,3.7,
2023,Agosto,Leche Cruda,Litro,0.44,
2023,Agosto,Limón,Saco aprox. 80 lb,57.39,1.58
2023,Agosto,Maíz Duro Seco,Quintal,13.62,0.3
2023,Agosto,Maíz Suave Choclo ,Saco aprox. 110 lb,15.5,0.31
2023,Agosto,Maracuyá,Kilogramo,0.47,0.47
2023,Agosto,Mora,Canasta aprox. 20 lb,7.87,0.87
2023,Agosto,Naranjilla Híbrida,Saco aprox. 35 lb,10.97,0.69
2023,Agosto,Palma de Aceite,Tonelada Métrica,172.96,0.17
2023,Agosto,Palmito,Tallo aprox. 3 lb,0.5,0.36
2023,Agosto,Panela en Bloque,Quintal,30.0,0.66
2023,Agosto,Panela Granulada,Quintal,38.36,0.85
2023,Agosto,Papa Superchola,Quintal,15.77,0.35
2023,Agosto,Pimiento,Saco aprox. 80 lb,20.16,0.56
2023,Agosto,Piña Nacional ,Kilogramo,0.32,0.32
2023,Agosto,Piña MD-2,Kilogramo,0.45,0.45
2023,Agosto,Pitahaya,Kilogramo,3.15,3.15
